h3_lvl_7,neighbour_median,type_median,geom,population_income_distribution,EWS,LIG,MIG,AIG,EIG,EWS_HH,LIG_HH,MIG_HH,AIG_HH,EIG_HH,total_hh,avg_household_income
8761892caffffff,7100.217306815215,self_median,"POLYGON ((77.62136465059086 13.065691480159254, 77.6173605825069 13.078173377306992, 77.60475869979787 13.080703374086884, 77.59616241525421 13.070752864264927, 77.60016629279934 13.058272462931052, 77.61276664570688 13.055741075605892, 77.62136465059086 13.065691480159254))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.15000000000000002}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.47}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.21}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.16}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.15000000000000002,0.47,0.21,0.16,0.01,1793,5619,2510,1912,119,11953,864323.3700439088
87618926cffffff,5481.689936632349,neighbour_median,"POLYGON ((77.62982602196605 12.818693096349076, 77.62582512385643 12.83118600410337, 77.61323220779339 12.833734962241264, 77.60464171742244 12.82379239857313, 77.60864242576126 12.811300996139432, 77.62123381452125 12.808750652056002, 77.62982602196605 12.818693096349076))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17999999999999994}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.53}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.16}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.12}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17999999999999994,0.53,0.16,0.12,0.01,364,1073,324,243,20,2024,667296.8607620054
87618935bffffff,5811.800187269241,self_median,"POLYGON ((77.71462091074038 12.848261291220153, 77.71061926505251 12.860760207500379, 77.69801387542202 12.863312220255505, 77.68941165885624 12.853366697194286, 77.69341311937761 12.840869281128827, 77.7060169819118 12.838315887911355, 77.71462091074038 12.848261291220153))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16999999999999993}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.52}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.17}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.13}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16999999999999993,0.52,0.17,0.13,0.01,698,2135,698,533,41,4105,707481.8286280803
876014582ffffff,6058.454837126821,self_median,"POLYGON ((77.53202437947819 13.013591186982596, 77.5280213931993 13.026067649878682, 77.515433572579 13.028595958805681, 77.50685026830111 13.018649200821505, 77.51085305922454 13.00617423993458, 77.52343935005995 13.003644535024733, 77.53202437947819 13.013591186982596))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.51}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.18}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.13}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.51,0.18,0.13,0.01,4381,13143,4638,3350,257,25769,737507.5826282109
8761892d8ffffff,7103.518113617496,self_median,"POLYGON ((77.64716697565827 13.095545788321603, 77.64316240655768 13.108028614130145, 77.63055586630092 13.110557995956475, 77.62195542537364 13.100605941177609, 77.62595980531125 13.088124608791844, 77.63856481561947 13.08559383776223, 77.64716697565827 13.095545788321603))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.15000000000000002}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.47}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.21}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.16}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.15000000000000002,0.47,0.21,0.16,0.01,952,2983,1333,1015,63,6346,864725.1837259314
876189349ffffff,4967.932966443994,neighbour_median,"POLYGON ((77.67961628605863 12.773542484921437, 77.67561575733617 12.786041460929361, 77.66301806368836 12.788596853449251, 77.65442242560864 12.778654651652365, 77.6584227673382 12.766157180454032, 77.67101893442029 12.763600406245605, 77.67961628605863 12.773542484921437))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17999999999999994}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.55}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.15}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.11}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17999999999999994,0.55,0.15,0.11,0.01,145,446,121,89,8,809,604756.217755133
876189354ffffff,5125.0,neighbour_median,"POLYGON ((77.80690420122971 12.817853824133374, 77.80290257476912 12.830361802113528, 77.79028622236187 12.832921782911573, 77.78167302292279 12.822975159167239, 77.78567446931608 12.810468678307032, 77.79828929549743 12.807907324071971, 77.80690420122971 12.817853824133374))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17999999999999994}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.54}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.15}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.12}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17999999999999994,0.54,0.15,0.12,0.01,106,320,89,71,5,591,623876.295620302
87618921effffff,6752.445687179371,self_median,"POLYGON ((77.78472215335883 12.99774754341321, 77.78071828146048 13.010246217056402, 77.76809750220508 13.012791497782636, 77.75948212327597 13.002839482812137, 77.76348581367697 12.99034230015493, 77.77610506478631 12.98779564148166, 77.78472215335883 12.99774754341321))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16000000000000003}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.48}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.2}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.15}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16000000000000003,0.48,0.2,0.15,0.01,503,1510,629,472,31,3145,821988.4491111708
87618926bffffff,6043.866394128031,self_median,"POLYGON ((77.59663986819682 12.848772652120452, 77.5926387273725 12.861261500667666, 77.58004900576245 12.863806161764773, 77.5714619530461 12.853863363092751, 77.57546290224941 12.84137602019833, 77.5880510960691 12.838829970325987, 77.59663986819682 12.848772652120452))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.51}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.18}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.13}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.51,0.18,0.13,0.01,725,2176,768,554,42,4265,735731.7028668541
87618935affffff,5809.087332825264,self_median,"POLYGON ((77.73583474284138 12.855653269110302, 77.73183291314103 12.86815368432477, 77.71922441058571 12.870706463975582, 77.71061926505251 12.860760207500379, 77.71462091074038 12.848261291220153, 77.7272278862548 12.84570713248212, 77.73583474284138 12.855653269110302))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16999999999999993}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.52}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.17}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.13}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16999999999999993,0.52,0.17,0.13,0.01,225,690,225,172,13,1325,707151.5875390919
8761892c9ffffff,8000.0,self_median,"POLYGON ((77.59557479146217 13.035841821216843, 77.59157122600065 13.048322782528357, 77.57897400291556 13.0508533982883, 77.57038187522379 13.040904444620123, 77.57438524877288 13.028424981510149, 77.58698094220568 13.025892973867968, 77.59557479146217 13.035841821216843))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.1499999999999999}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.44}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.23}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.17}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.1499999999999999,0.44,0.23,0.17,0.01,2554,7492,3916,2894,170,17026,973855.6809682761
876189263ffffff,4928.1202632285895,self_median,"POLYGON ((77.65561094056919 12.84852364013451, 77.65160954280293 12.861017526808233, 77.63901197762836 12.863565862032056, 77.6304173379489 12.853621695209254, 77.63441854731757 12.84112931147573, 77.64701458504308 12.838579591627019, 77.65561094056919 12.84852364013451))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17999999999999994}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.55}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.15}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.11}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17999999999999994,0.55,0.15,0.11,0.01,505,1543,420,308,28,2804,599909.7393550049
876014511ffffff,5797.892395768311,neighbour_median,"POLYGON ((77.50454380057162 12.87905374826591, 77.50054269092013 12.891533473974265, 77.48796404604242 12.894070158192276, 77.47938803969205 12.884128512434776, 77.48338895266149 12.87165029539615, 77.49596606894124 12.869112215448872, 77.50454380057162 12.87905374826591))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16999999999999993}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.52}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.17}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.13}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16999999999999993,0.52,0.17,0.13,0.01,379,1161,379,290,22,2231,705788.8059077174
8761892e0ffffff,6840.298433858038,self_median,"POLYGON ((77.70441648661719 12.990568791728343, 77.70041303688208 13.003060945425897, 77.68780318379181 13.005601744609312, 77.67919830928514 12.995651773596688, 77.68320157312287 12.983161114901936, 77.6958098976455 12.980618932217366, 77.70441648661719 12.990568791728343))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16000000000000003}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.48}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.2}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.15}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16000000000000003,0.48,0.2,0.15,0.01,2737,8212,3421,2566,171,17107,832682.9361663817
8760145b5ffffff,10909.09090909091,self_median,"POLYGON ((77.58180571932974 12.96855158575221, 77.57780309015591 12.981034204983278, 77.56521045543735 12.983568996280898, 77.55662197923365 12.973622560119452, 77.5606244158267 12.961141442428557, 77.57321552148338 12.958605259360851, 77.58180571932974 12.96855158575221))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.10999999999999999}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.33}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.31}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.23}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.02}}",0.10999999999999999,0.33,0.31,0.23,0.02,3223,9671,9085,6741,586,29306,1327985.0195021948
876016945ffffff,6131.827127541852,neighbour_median,"POLYGON ((77.55494972692667 13.12571369313531, 77.55094517694862 13.138187336210363, 77.53834970443849 13.140708664704713, 77.52976031295887 13.13075774627514, 77.53376466869116 13.118285599632244, 77.54635861042807 13.115762874987574, 77.55494972692667 13.12571369313531))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.5}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.18}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.14}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.5,0.18,0.14,0.01,26,78,28,21,1,154,746439.3353590023
876014516ffffff,6090.0,self_median,"POLYGON ((77.54687172271711 12.893860623497554, 77.54287022313342 12.906343362748974, 77.53028530727104 12.90888156717843, 77.52170341978581 12.898938425366655, 77.52570472497578 12.886457192253483, 77.53828811232323 12.88391759481684, 77.54687172271711 12.893860623497554))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16000000000000003}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.51}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.18}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.14}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16000000000000003,0.51,0.18,0.14,0.01,1027,3274,1155,898,64,6418,741347.6371371004
8761892c6ffffff,8629.011194296545,self_median,"POLYGON ((77.69700912578699 13.050483838700892, 77.69300492900469 13.062972833786027, 77.68039360799987 13.065508705507737, 77.67178801326469 13.055556967125687, 77.67579202367094 13.043069464979771, 77.68840181546933 13.040532208276634, 77.69700912578699 13.050483838700892))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.14000000000000012}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.41}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.25}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.19}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.14000000000000012,0.41,0.25,0.19,0.01,74,219,133,101,5,532,1050426.4465880676
876014598ffffff,7133.157545823358,self_median,"POLYGON ((77.49884425650933 13.043596509389022, 77.49484103570376 13.05606885452141, 77.48225643384933 13.058592834575848, 77.47367658334146 13.048645868283081, 77.47767960694357 13.036175025464006, 77.49026267853532 13.033649646626564, 77.49884425650933 13.043596509389022))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.15000000000000002}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.47}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.21}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.16}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.15000000000000002,0.47,0.21,0.16,0.01,591,1853,828,630,39,3941,868333.2499052256
876016960ffffff,5906.993466198651,self_median,"POLYGON ((77.58815422719552 13.095711043669473, 77.58414991674455 13.108188819189804, 77.57155123537515 13.110714484739123, 77.56295839502542 13.100763768119958, 77.56696251308337 13.088287488726005, 77.57955966416368 13.085760429825559, 77.58815422719552 13.095711043669473))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.51}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.18}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.13}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.51,0.18,0.13,0.01,3674,11023,3890,2809,216,21612,719069.8930625055
87618921cffffff,6514.9364490043135,self_median,"POLYGON ((77.78010862681312 12.975296418764492, 77.77610506478631 12.98779564148166, 77.76348581367697 12.99034230015493, 77.75487165282865 12.98039111402225, 77.75887503313108 12.967893383404485, 77.77149275628796 12.965345346819658, 77.78010862681312 12.975296418764492))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.49}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.19}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.14}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.49,0.19,0.14,0.01,1462,4214,1634,1204,86,8600,793075.9840012674
876189246ffffff,7034.088449663143,self_median,"POLYGON ((77.6648041944373 12.893401548981318, 77.66080217462053 12.905894374368252, 77.64820155396173 12.908439940205962, 77.63960448123956 12.89849406537367, 77.64360631310693 12.88600274071129, 77.65620540592592 12.883455790158331, 77.6648041944373 12.893401548981318))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16000000000000003}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.47}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.21}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.15}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16000000000000003,0.47,0.21,0.15,0.01,2471,7260,3243,2317,154,15445,856273.3746422232
87601692bffffff,7688.983111018075,neighbour_median,"POLYGON ((77.66096612420321 13.162853315362883, 77.65696062025363 13.175334421520057, 77.64434948897528 13.177859635566696, 77.63574539246375 13.16790513274205, 77.6397507079239 13.155425516652139, 77.65236030866578 13.152898913318893, 77.66096612420321 13.162853315362883))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.1499999999999999}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.45}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.22}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.17}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.1499999999999999,0.45,0.22,0.17,0.01,865,2597,1270,981,57,5770,935994.9854417602
8761892a9ffffff,7476.6355140186915,self_median,"POLYGON ((77.77271009892391 13.035240968963304, 77.7687057883479 13.047737044661613, 77.75608506248084 13.050278790155323, 77.74747017606435 13.04032583934669, 77.75147430443855 13.027831253690323, 77.76409350171288 13.025288128799874, 77.77271009892391 13.035240968963304))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.15999999999999992}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.45}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.22}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.16}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.15999999999999992,0.45,0.22,0.16,0.01,354,996,487,354,22,2213,910145.4962320338
876016974ffffff,4601.237015775791,self_median,"POLYGON ((77.63515283376879 13.132991634345865, 77.63114783014304 13.145471826202261, 77.61854135685135 13.1479976511621, 77.60994141785629 13.13804467490123, 77.61394623161486 13.125565975507293, 77.626551174516 13.123038759911639, 77.63515283376879 13.132991634345865))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17999999999999994}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.56}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.14}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.11}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17999999999999994,0.56,0.14,0.11,0.01,1092,3398,849,667,60,6066,560117.6009118465
87601459cffffff,6676.208831575871,self_median,"POLYGON ((77.515433572579 13.028595958805681, 77.5114304686825 13.041070364171537, 77.49884425650933 13.043596509389022, 77.49026267853532 13.033649646626564, 77.49426558615215 13.021176743422778, 77.50685026830111 13.018649200821505, 77.515433572579 13.028595958805681))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16000000000000003}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.48}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.2}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.15}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16000000000000003,0.48,0.2,0.15,0.01,2541,7624,3176,2382,158,15881,812707.9872450925
